title,content,label,url
Video bóng đá Thụy Sĩ vs Algeria: Bản lĩnh lên tiếng,Video bóng đá Thụy Sĩ vs Algeria: Bản lĩnh lên tiếng. .,the_thao,https://vietnamnet.vn/video-bong-da-thuy-si-vs-algeria-world-cup-2026-2531975.html
Lamine Yamal biểu cảm lạ khi nhận danh hiệu Cầu thủ hay nhất trận,Lamine Yamal biểu cảm lạ khi nhận danh hiệu Cầu thủ hay nhất trận. .,the_thao,https://vietnamnet.vn/lamine-yamal-bieu-cam-la-khi-nhan-danh-hieu-cau-thu-hay-nhat-tran-2531224.html
Dự đoán bóng đá Argentina vs Cape Verde: Không thể cản Messi,Dự đoán bóng đá Argentina vs Cape Verde: Không thể cản Messi. .,the_thao,https://vietnamnet.vn/du-doan-bong-da-argentina-vs-cape-verde-vong-32-doi-world-cup-2026-2531929.html
"Ronaldo lập thêm kỷ lục World Cup, xoá dớp ở tuổi 41","Ronaldo lập thêm kỷ lục World Cup, xoá dớp ở tuổi 41. .",the_thao,https://vietnamnet.vn/ronaldo-lap-them-ky-luc-world-cup-xoa-dop-o-tuoi-41-2531977.html
"Cứu sống người đàn ông một mình nuôi 2 con, bệnh viện miễn toàn bộ viện phí","Cứu sống người đàn ông một mình nuôi 2 con, bệnh viện miễn toàn bộ viện phí. .",y_te,https://vietnamnet.vn/cuu-song-nguoi-dan-ong-mot-minh-nuoi-2-con-benh-vien-mien-toan-bo-vien-phi-2532061.html
"Bé gái 5 tháng tuổi nhập viện vì bong vảy toàn thân, bác sĩ phát hiện bệnh hiếm","Bé gái 5 tháng tuổi nhập viện vì bong vảy toàn thân, bác sĩ phát hiện bệnh hiếm. .",y_te,https://vietnamnet.vn/be-gai-5-thang-tuoi-nhap-vien-vi-bong-vay-toan-than-bac-si-phat-hien-benh-hiem-2532025.html
Người phụ nữ 2 lần đột quỵ trong ngày vì cục máu đông đổi hướng,Người phụ nữ 2 lần đột quỵ trong ngày vì cục máu đông đổi hướng. .,y_te,https://vietnamnet.vn/nguoi-phu-nu-2-lan-dot-quy-trong-ngay-vi-cuc-mau-dong-doi-huong-2532011.html
"Mổ cấp cứu cho sản phụ nặng tới 120kg, nhiều bệnh lý nguy hiểm","Mổ cấp cứu cho sản phụ nặng tới 120kg, nhiều bệnh lý nguy hiểm. .",y_te,https://vietnamnet.vn/mo-cap-cuu-cho-san-phu-nang-toi-120kg-nhieu-benh-ly-nguy-hiem-2532081.html
Thu hồi trên toàn quốc cặp dầu gội xả Nourishing hair care,Thu hồi trên toàn quốc cặp dầu gội xả Nourishing hair care. .,y_te,https://vietnamnet.vn/thu-hoi-tren-toan-quoc-cap-dau-goi-xa-nourishing-hair-care-2532064.html
Bộ GD-ĐT lên tiếng về vụ 147 điểm 10 môn Toán tốt nghiệp THPT ở Tuyên Quang,Bộ GD-ĐT lên tiếng về vụ 147 điểm 10 môn Toán tốt nghiệp THPT ở Tuyên Quang. .,giao_duc,https://vietnamnet.vn/bo-gd-dt-len-tieng-ve-vu-147-diem-10-mon-toan-tot-nghiep-thpt-o-tuyen-quang-2532033.html
Điểm trung bình môn Tiếng Anh tốt nghiệp THPT của Tuyên Quang cao ngang TPHCM,Điểm trung bình môn Tiếng Anh tốt nghiệp THPT của Tuyên Quang cao ngang TPHCM. .,giao_duc,https://vietnamnet.vn/diem-trung-binh-mon-tieng-anh-tot-nghiep-thpt-cua-tuyen-quang-cao-ngang-tphcm-2532051.html
147 thí sinh có số báo danh gần nhau cùng đạt điểm 10 Toán ở Tuyên Quang,147 thí sinh có số báo danh gần nhau cùng đạt điểm 10 Toán ở Tuyên Quang. .,giao_duc,https://vietnamnet.vn/dai-so-bao-danh-co-cung-diem-10-mon-toan-tot-nghiep-thpt-2026-o-tuyen-quang-2531997.html
Công an vào cuộc vụ 147 điểm 10 môn Toán tốt nghiệp THPT ở Tuyên Quang,Công an vào cuộc vụ 147 điểm 10 môn Toán tốt nghiệp THPT ở Tuyên Quang. .,giao_duc,https://vietnamnet.vn/cong-an-vao-cuoc-vu-147-diem-10-mon-toan-tot-nghiep-thpt-o-tuyen-quang-2532010.html
ĐH Quốc gia Hà Nội công bố cách quy đổi điểm trong xét tuyển đại học năm 2026,ĐH Quốc gia Hà Nội công bố cách quy đổi điểm trong xét tuyển đại học năm 2026. .,giao_duc,https://vietnamnet.vn/dh-quoc-gia-ha-noi-cong-bo-cach-quy-doi-diem-trong-xet-tuyen-dai-hoc-nam-2026-2532068.html
